"Identificador de la publicación","Identificador de la página","Nombre de la página",Título,Descripción,"Duración (segundos)","Hora de publicación","Tipo de subtítulo","Enlace permanente","Es una publicación cruzada","Es una publicación compartida","Tipo de publicación",Idiomas,"Etiquetas personalizadas","Estado de contenido financiado","Comentario sobre los datos",Fecha,Impresiones,Alcance,"Reacciones, comentarios y veces que se compartió",Reacciones,Comentarios,"Veces que se compartió","Total de clics","Consumo de segmentación del público coincidente (Photo Click)","Clics de otro tipo","Clics en el enlace",REELS_PLAYS:COUNT,"Segundos reproducidos","Segundos en promedio reproducidos","Ingresos estimados (USD)","Impresiones del anuncio"
965039572330042,100064720237286,"Alcaldía de Tuluá","#Noticias | Durante la tarde de este martes, 1 de octubre, el alcalde Gustavo Vélez Román, inauguró el Tercer Período de Sesiones Ordinarias del Concejo Municipal, donde destacó los logros y desafíos del año en curso. Agradeció a los concejales por su colaboración en el desarrollo del municipio, entre esos, el proyecto ""Papayazo Tributario"", que busca facilitar a los ciudadanos de Tuluá el cumplimiento de sus obligaciones tributarias. #ParaSerFelices

Más información en:➡️ https://tulua.gov.co/publicaciones/4922/alcalde-inaugura-tercer-periodo-de-sesiones-extraordinarias-en-el-concejo/

#Noticias #Tuluá #ConcejoMunicipal #PapayazoTributario",,0,"10/01/2024 19:08",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0kCqkphb2ogBp2e1zucudPZYazpXYxfmqjpoDraSZDotwzcLtW9CyGmWdcqefmZKGl,0,0,Fotos,,,,,Total,4433,4196,46,34,3,9,46,17,26,3,,,,,
964878922346107,100064720237286,"Alcaldía de Tuluá","Dignificar la vida y la muerte es nuestra prioridad. Desde la Secretaría de Gobierno con el apoyo de Medicina Legal, acompañamos a familias tulueñas en la búsqueda de seres queridos no reclamados, brindando paz y respeto.🙌🏽🤍

Más información en➡: https://tulua.gov.co/publicaciones/4923/solemne-acto-de-inhumacion-homenaje-a-victimas/",,0,"10/01/2024 14:08",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0mkcTVHymvXyh8vvhrL3YccAFTsCR6fKyXgaF9LcJYFYFhcotma1WPzaQ6wJxBagKl,0,0,Fotos,,,,,Total,7252,6930,60,50,2,8,1651,1464,175,12,,,,,
964712239029442,100064720237286,"Alcaldía de Tuluá","#Noticias | Durante el mes de septiembre, más de 3.000 contribuyentes en Tuluá aprovecharon el Papayazo Tributario, logrando un ahorro de 4.830 millones de pesos gracias al descuento del 90% en sanciones e intereses de mora, ofrecido por la Administración Municipal. #ParaSerFelices #Noticias #Tuluá #PapayazoTributario

Más información en: ➡
https://tulua.gov.co/publicaciones/4871/tuluenos-se-ahorraron-5000-millones-con-papayazo-tributario/

@seguidores@fans destacados",,0,"10/01/2024 09:03",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02sndVLrePkqY52WU5tY1QbukvyYeYwMyR7eBQPG99WRgEDVLSSTxfXcbb4aSK92ZSl,0,0,Fotos,,,,,Total,3219,3126,62,50,0,12,24,12,8,4,,,,,
964252992408700,100064720237286,"Alcaldía de Tuluá","#Noticias | En una reunión clave para abordar las preocupaciones del gremio de taxistas de Tuluá, el secretario de Gobierno, Martín Hincapié, junto con el director del Departamento de Movilidad, Rubén Sáchica, y la gerente de la Terminal de Transportes, Libia Fernanda Pasmín, recibieron a los líderes del sector para escuchar las inquietudes del gremio, gestionar soluciones locales y elevar las demandas ante el Gobierno Nacional. #ParaSerFelices #AlcaldíaDeTuluá #Tuluá #Noticias 

Más información en: ➡️ https://tulua.gov.co/publicaciones/4868/alcaldia-comprometida-en-buscar-soluciones-a-taxistas/ 🙌🏽",,0,"09/30/2024 19:35",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0dnYYH3LRq8vpJ6NZGc6omTCoDC7zChn1Asiq3Geuyf8TASL3QAfsKfRZrznyqkoNl,0,0,Fotos,,,,,Total,2880,2827,32,23,2,7,44,28,16,,,,,,
964136385753694,100064720237286,"Alcaldía de Tuluá","#Noticias | El viernes 27 de septiembre, Tuluá dio un paso significativo hacia el fortalecimiento de su desarrollo territorial con la socialización de la Actualización Catastral, un evento dirigido a líderes comunales y a la comunidad en general.   #ParaSerFelices  💙✅

Más información en:  https://tulua.gov.co/publicaciones/4867/operativos-en-tulua-8-capturados-y-un-menor-aprehendido/  
 
@seguidores @fans destacados  

#AlcaldíaDeTuluá #Tuluá",,0,"09/30/2024 15:41",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid033FC7ArgLxMwCNrjB4cdsQJAvCMHHnsDjFLLYge24AW5eFy2ZrGW4KoXnqr8dDQb6l,0,0,Fotos,,,,,Total,3587,3439,73,57,9,7,100,48,48,4,,,,,
964122119088454,100064720237286,"Alcaldía de Tuluá","¡La integridad de los tulueños es nuestra prioridad! 🚖✨

Desde el Departamento Administrativo de Movilidad y Seguridad Vial, seguimos comprometidos en ofrecer un servicio de transporte de calidad y seguro para todos los tulueños. Únete a la campaña #TaxiSeguroTulua. Juntos, construimos un futuro más seguro. 💙🙌🏽 #YosoyTaxiSeguro #ParaSerFelices #Taxi","¡La integridad de los tulueños es nuestra prioridad! 🚖✨

Desde el Departamento Administrativo de Movilidad y Seguridad Vial, seguimos comprometidos en ofrecer un servicio de transporte de calidad y seguro para todos los tulueños. Únete a la campaña #TaxiSeguroTulua. Juntos, construimos un futuro más seguro. 💙🙌🏽 #YosoyTaxiSeguro #ParaSerFelices #Taxi",37,"09/30/2024 15:17",uploaded,https://www.facebook.com/reel/1987638101661926/,0,0,Reels,,,,,Total,1239,1159,53,39,2,12,0,,,,2191,13949,6.745,0,0
962452542588745,100064720237286,"Alcaldía de Tuluá","Conoce cuáles fueron las tres noticias más importantes de la semana en este “45 segundos #ParaSerFelices”✅🕢 

#Tuluá #Noticias #AlcaldíadeTuluá 💙💪🏼","Conoce cuáles fueron las tres noticias más importantes de la semana en este “45 segundos #ParaSerFelices”✅🕢 

#Tuluá #Noticias #AlcaldíadeTuluá 💙💪🏼",68,"09/28/2024 14:12",uploaded,https://www.facebook.com/reel/1468403493677241/,1,0,Reels,,,,,Total,1140,977,69,57,1,11,0,,,,2003,16919.431,8.999,0,0
962415309259135,100064720237286,"Alcaldía de Tuluá",,,0,"09/28/2024 12:55",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0AKH6YKWPrEF2fnHptZKBNapmpPFqKYqtf4Lb2y7qDwNsLzfF8yPKoP1CsxvpHNebl,0,1,Reels,,,,,Total,,,,0,0,0,0,,,,,,,,
962216852612314,100064720237286,"Alcaldía de Tuluá","¡Acompañamiento a Juntas de Acción Comunal!✅🙌🏼

Después de nueve meses de acompañamiento y asesoría técnica y jurídica, la Secretaría Privada logró realizar el acto de posesión de la Junta de Acción Comunal de la Urbanización San Felipe. 

Estamos comprometidos con el apoyo y el trabajo conjunto con la comunidad tulueña #ParaSerFelices 💙✅","¡Acompañamiento a Juntas de Acción Comunal!✅🙌🏼

Después de nueve meses de acompañamiento y asesoría técnica y jurídica, la Secretaría Privada logró realizar el acto de posesión de la Junta de Acción Comunal de la Urbanización San Felipe. 

Estamos comprometidos con el apoyo y el trabajo conjunto con la comunidad tulueña #ParaSerFelices 💙✅",75,"09/28/2024 07:02",N/A,https://www.facebook.com/reel/1536474446991651/,1,0,Reels,,,,,Total,1290,1178,115,92,8,15,0,,,,2795,27980.372,10.765,0,0
905026751442620,100064720237286,"Alcaldía de Tuluá","¡Encuentros con el Alcalde!","Bienvenidos a este espacio con nuestro alcalde @[100050197852350:2048:Gustavo Vélez], hoy en compañía del periodista Jorge Adrián Orozco.  #ParaSerFelices

@[783956240438377:49210:@seguidores] @[815630467270954:49210:@fans destacados]",4256,"09/27/2024 10:03",uploaded,https://www.facebook.com/AlcaldiaDeTulua/videos/905026751442620/,0,0,"En vivo",,,,,Total,,2875,601,427,142,32,,,,,4943,366576.454,89.387,0,
