"Identificador de la publicación","Identificador de la página","Nombre de la página",Título,Descripción,"Duración (segundos)","Hora de publicación","Tipo de subtítulo","Enlace permanente","Es una publicación cruzada","Es una publicación compartida","Tipo de publicación",Idiomas,"Etiquetas personalizadas","Estado de contenido financiado","Comentario sobre los datos",Fecha,Visualizaciones,Alcance,"Reacciones, comentarios y veces que se compartió",Reacciones,Comentarios,"Veces que se compartió","Total de clics","Consumo de segmentación del público coincidente (Photo Click)","Clics de otro tipo","Clics en el enlace","Segundos reproducidos","Segundos en promedio reproducidos","Ingresos estimados (USD)","Impresiones del anuncio","CPM del anuncio (USD)"
1129270195906978,100064720237286,"Alcaldía de Tuluá","¡Socialización de las nuevas obras #ParaSerFelices!✅💙

Desde la Administración Municipal, junto a la Secretaría de Hábitat e Infraestructura e INFITULUÁ, te invitamos a conocer el proyecto Intercambiador Vial Carrera 40, una obra que mejorará nuestra movilidad y calidad de vida.

📍 Parque de la Familia
🗓️ Lunes, 5 de mayo
🕕 6:00 p. m.

¡Te esperamos! La transformación la hacemos contigo 💪🏼✅
Obras #ParaSerFelices",,0,"05/02/2025 10:25",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0P93A3DKXeStw2AVobqb9f5TVnUtpaZ5GHfrk8GhVmQLS8wyNKsetnjvG9kP3kEVVl,0,0,Fotos,,,,,Total,9785,5780,144,101,9,34,623,416,207,,,,,,
1129122879255043,100064720237286,"Alcaldía de Tuluá","#Salud | Renovado Puesto de Salud en Nuevo Farfán fue entregado por el alcalde Gustavo Vélez.

El Puesto de Salud de Nuevo Farfán se suma a los ya rehabilitados en San Antonio, Agua Clara y Farfán. Además, la próxima semana está prevista la entrega del centro de salud de Tres Esquinas, y se gestionan recursos para recuperar otros puestos, como el de San Pedro Claver. En total, son 17 los centros de salud proyectados para renovación.

Lee la noticia completa:⬇️⬇️⬇️
",,0,"05/02/2025 06:31",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02uffHR5aVi9bVDyhRp4THiBWEU1GMMGvuA3nHWHvJKiqKBK4QW7cycnamkzbmuwwrl,0,0,Enlaces,,,,,Total,4447,3274,76,68,4,4,51,,24,27,,,,,
1128320846001913,100064720237286,"Alcaldía de Tuluá","¡Hoy le pusimos el casco a la seguridad vial! 🪖🛵⚠️
Con el Departamento de Movilidad y Seguridad Vial 🚦🚗 en alianza con la Agencia Nacional de Seguridad Vial 🇨🇴, realizamos una jornada de capacitación para todos los tulueños 🧠🫱.

A través de módulos de prevención 🛑, seguridad 🦺 y reglamentación 📘, sensibilizamos a la comunidad sobre la importancia de viajar seguros y responsables ✅🚍. #ParaSerFelices","¡Hoy le pusimos el casco a la seguridad vial! 🪖🛵⚠️
Con el Departamento de Movilidad y Seguridad Vial 🚦🚗 en alianza con la Agencia Nacional de Seguridad Vial 🇨🇴, realizamos una jornada de capacitación para todos los tulueños 🧠🫱.

A través de módulos de prevención 🛑, seguridad 🦺 y reglamentación 📘, sensibilizamos a la comunidad sobre la importancia de viajar seguros y responsables ✅🚍. #ParaSerFelices",64,"05/01/2025 06:33",N/A,https://www.facebook.com/reel/1177602277387195/,1,0,Reels,,,,,Total,1580,1102,48,41,0,7,29,,29,,10102.646,6.672,0,0,
1127854249381906,100064720237286,"Alcaldía de Tuluá","Entregamos el remodelado puesto de salud del barrio Nuevo Farfán 🏥✨

Un espacio renovado del hospital Rubén Cruz Vélez donde los tulueños podrán acceder GRATIS a servicios de medicina general, odontología y acompañamiento psicosocial 🩺🦷❤️‍🩹
¡Seguimos trabajando por una Tuluá donde la salud es prioridad, porque trabajamos #ParaSerFelices!💙💪🏼","Entregamos el remodelado puesto de salud del barrio Nuevo Farfán 🏥✨

Un espacio renovado del hospital Rubén Cruz Vélez donde los tulueños podrán acceder GRATIS a servicios de medicina general, odontología y acompañamiento psicosocial 🩺🦷❤️‍🩹
¡Seguimos trabajando por una Tuluá donde la salud es prioridad, porque trabajamos #ParaSerFelices!💙💪🏼",63,"04/30/2025 15:28",uploaded,https://www.facebook.com/reel/1436264287546458/,1,0,Reels,,,,,Total,3150,1535,198,145,18,35,53,,53,,14438.872,4.838,0,0,
1127665219400809,100064720237286,"Alcaldía de Tuluá","#GestióndelRiesgo | Alcaldía monitorea el río Tuluá y hace llamado a la prevención ante posible creciente.

Durante los últimos días, la Administración Municipal ha venido trabajando de forma continua en labores de canalización y extracción de material del río, lo que contribuye significativamente a mitigar el riesgo en caso de crecientes. Estas acciones preventivas permiten mejorar el flujo del agua y controlar, en parte, el comportamiento del cauce ante el incremento de las lluvias.

Lee la noticia completa:⬇️⬇️⬇️
https://tulua.gov.co/publicaciones/6013/alcaldia-monitorea-el-rio-tulua-y-hace-llamado-a-la-prevencion-ante-posible-creciente/a",,0,"04/30/2025 09:24",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid075NEmVKHZsT33Wi1nPJqdCRFEJnFU6q5whGe7ufJ9KLLpZbVY6hahHi8ipyPAQ9Al,0,0,Enlaces,,,,,Total,2493,1772,29,25,1,3,35,,8,27,,,,,
1127656009401730,100064720237286,"Alcaldía de Tuluá","¡Atención Tuluá! ⚠️🌧️

En estos días de fuertes lluvias y aumento en el nivel del río Tuluá 🌊, te invitamos a tomar precauciones. 🚫🏞️
Desde la Unidad de Gestión del Riesgo estamos haciendo monitoreo constante 📡 para cuidar de ti y de tu familia ❤️‍🩹.
La prevención salva vidas. Comparte este mensaje. 🔁✅","¡Atención Tuluá! ⚠️🌧️

En estos días de fuertes lluvias y aumento en el nivel del río Tuluá 🌊, te invitamos a tomar precauciones. 🚫🏞️
Desde la Unidad de Gestión del Riesgo estamos haciendo monitoreo constante 📡 para cuidar de ti y de tu familia ❤️‍🩹.
La prevención salva vidas. Comparte este mensaje. 🔁✅",79,"04/30/2025 09:10",N/A,https://www.facebook.com/AlcaldiaDeTulua/videos/1923135975128311/,0,0,Videos,,,,,Total,1153,1021,28,24,1,3,23,,23,,7138.413,6.495,0,0,0
1127005429466788,100064720237286,"Alcaldía de Tuluá","🚧 ¡La Calle 27 ya se conecta con el futuro de Tuluá! 🚗💨

Hoy la Administración Municipal, junto a la Secretaría de Hábitat e Infraestructura, Infituluá y el Departamento de Movilidad, socializó la habilitación del nuevo tramo de la Calle 27 🙌
Una vía que permitirá:
➡️ Desembotellar la zona céntrica
➡️ Conectar el oriente con el occidente
➡️ Mejorar la movilidad para todos los tulueños 🛣️🚦

En pocos días realizaremos la apertura oficial 🥳 ¡Seguimos construyendo obras que transforman la ciudad!
#ParaSerFelices","🚧 ¡La Calle 27 ya se conecta con el futuro de Tuluá! 🚗💨

Hoy la Administración Municipal, junto a la Secretaría de Hábitat e Infraestructura, Infituluá y el Departamento de Movilidad, socializó la habilitación del nuevo tramo de la Calle 27 🙌
Una vía que permitirá:
➡️ Desembotellar la zona céntrica
➡️ Conectar el oriente con el occidente
➡️ Mejorar la movilidad para todos los tulueños 🛣️🚦

En pocos días realizaremos la apertura oficial 🥳 ¡Seguimos construyendo obras que transforman la ciudad!
#ParaSerFelices",55,"04/29/2025 18:03",uploaded,https://www.facebook.com/reel/692145453490243/,1,0,Reels,,,,,Total,38823,26675,1461,1132,116,213,914,,914,,637489.645,18.553,0,0,
1126956812804983,100064720237286,"Alcaldía de Tuluá","¡La salud volvió a Nuevo Farfán! 🏥✨💙

Hoy el alcalde Gustavo Vélez hizo la reapertura oficial del Puesto de Salud del Hospital Rubén Cruz Vélez en el barrio Nuevo Farfán 🏡🙌 Un espacio totalmente renovado y remodelado para brindar atención con calidad y calidez a más de 1.500 tulueños cada mes ✅

Aquí encontrarás:
👨‍⚕️ Consulta de medicina general
🦷 Odontología
🧠 Acompañamiento psicosocial

¡La salud vuelve al barrio Nuevo Farfán! Porque seguimos haciendo obras para los tulueños con salud y bienestar 🫶#ParaSerFelices",,0,"04/29/2025 16:25",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0252yvLaHRnEXDGPktBo6ZGbqcn8XshtqetsFwDNDKwir29dY9NcyoQRjT4uhSu3BMl,0,0,Fotos,,,,,Total,21725,12646,412,342,25,45,2375,1080,1295,,,,,,
1126953636138634,100064720237286,"Alcaldía de Tuluá","#Educación | Gobierno de Gustavo Vélez garantiza rutas escolares seguras a estudiantes.

La satisfacción expresada por los estudiantes frente al servicio de transporte escolar refleja el compromiso de la Administración Municipal con su bienestar y seguridad, en el marco de la gestión del gobierno del alcalde Gustavo Vélez Román, orientada a garantizar entornos escolares saludables, seguros y dignos para toda la comunidad educativa tulueña.

Lee la noticia completa:
",,0,"04/29/2025 16:19",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0nxeyLQ7SHjBWN5PHySWbfsYUGJUqHrfdwyCLh6oX3xMoQ3BuTn5cW9UDH2YjYVqal,0,0,Enlaces,,,,,Total,2678,1905,63,52,2,9,42,,23,19,,,,,
1126815259485805,100064720237286,"Alcaldía de Tuluá","¡Seguimos apoyando a nuestros campesinos tulueños! 💪🏼✅

Hoy acompañamos la entrega de insumos agrícolas 🌱 gracias al proyecto Valleagro Paraíso Agrícola, una iniciativa de la Gobernación del Valle 🌾.

Desde la Alcaldía de Tuluá, junto al alcalde Gustavo Vélez 🤝 y la SEDAMA, respaldamos a las 132 familias rurales beneficiadas con este importante programa que fortalece el campo y la economía local 👨‍🌾👩‍🌾.
#ParaSerFelices",,0,"04/29/2025 11:23",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid021g3NbaScobyRVntA7GxxD8FbT8GZUb8VmMGYyK8D6HqPY3XdsrQXLk5ZMZ2J3rFVl,0,0,Fotos,,,,,Total,9858,6002,168,124,15,29,769,460,309,,,,,,
1126780552822609,100064720237286,"Alcaldía de Tuluá","#GestióndelRiesgo | Alcaldía atiende emergencia por desbordamiento del río Morales en Aguaclara.

Como parte de las acciones inmediatas, se realizó un primer censo que identificó pérdidas de animales y enseres en cerca de cuatro viviendas. Esta información preliminar será complementada con un censo detallado que nos permitirá dimensionar de manera integral la situación y establecer las necesidades prioritarias de la comunidad afectada.

Lee la noticia completa: ⬇️⬇️⬇️
",,0,"04/29/2025 10:21",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02CP1afBWFMJWGGxbdCgiaYcecdB65qAVNh3nisN7hKdcwyRGur8AacYhPVaUS4mUcl,0,0,Enlaces,,,,,Total,2039,1466,35,30,2,3,72,,38,34,,,,,
1126694429497888,100064720237286,"Alcaldía de Tuluá","🚍✨Verificando y Garantizando calidad en el transporte escolar 🧐✅.

👦👧 Nuestros niños y niñas merecen llegar seguros y cómodos a sus clases 📚💛. Por eso desde las 6:00 a. m. estamos en las calles de la zona urbana plana acompañando a nuestros niños y verificando que tengan un transporte escolar de calidad. 🏙️ 
Seguimos trabajando con compromiso y 💖 para garantizar su acceso a la educación 🎒✏️. ¡Porque ellos son el presente y el futuro de nuestro municipio! 🌟 #ParaSerFelices","🚍✨Verificando y Garantizando calidad en el transporte escolar 🧐✅.

👦👧 Nuestros niños y niñas merecen llegar seguros y cómodos a sus clases 📚💛. Por eso desde las 6:00 a. m. estamos en las calles de la zona urbana plana acompañando a nuestros niños y verificando que tengan un transporte escolar de calidad. 🏙️ 
Seguimos trabajando con compromiso y 💖 para garantizar su acceso a la educación 🎒✏️. ¡Porque ellos son el presente y el futuro de nuestro municipio! 🌟 #ParaSerFelices",42,"04/29/2025 07:53",mixed,https://www.facebook.com/reel/1008422558167417/,1,0,Reels,,,,,Total,3288,1850,166,134,4,28,99,,99,,27822.924,9.265,0,0,
1126149506219047,100064720237286,"Alcaldía de Tuluá","🎶🎭 ¿Ya conoces los talleres que tenemos en el Centro Cultural del Barrio La Cruz? 🎨🧵

📢 Inscripciones abiertas en la 📍Casa de la Cultura Enrique Uribe White. 
💡 Si vives en el barrio La Cruz, puedes disfrutar de manera gratuita los talleres de: música, percusión, teatro, baile para adulto mayor, bordado, artes plásticas ¡y mucho más para todos! en el Centro Cultural Gustavo Adolfo Jaramillo. 🎹🎭👵🎨🪡 
¡No te quedes por fuera! 🎉✨ #ParaSerFelices 💙✅",,0,"04/28/2025 14:28",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02UwBkH38maPH6ga18pxmmKfgsN6M61ZiY5cJiqPeoSuYZKVzxHH9tSV7wS2RA21Pwl,0,0,Fotos,,,,,Total,2172,1522,29,22,0,7,52,41,11,,,,,,
1102703821896949,100064720237286,"Alcaldía de Tuluá","#JornadasDescentralizadas | Llegamos con la Ruta de la Felicidad a Siete Vueltas.

La alcaldesa encargada, Alexandra Cardona, destacó el compromiso de la Administración Municipal en generar impacto social positivo a través del trabajo en equipo. “ El compromiso que hoy tenemos con esta comunidad es hacer un trabajo social humanitario”, mencionó.

Lee la noticia completa: ⬇⬇⬇
",,0,"03/31/2025 13:22",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02ZDe2A7A3coE5mZ2DxFgWg4mm7be5fqDx7ZcpLYwyhS7dLBBegUg4nrRA9nWKdmHAl,0,0,Enlaces,,,,,Total,2216,1537,48,37,0,11,40,,6,34,,,,,
1102701361897195,100064720237286,"Alcaldía de Tuluá","🌟✨ ¡Fin de semana de #RutaDeLaFelicidad en Siete Vueltas! 🎨🎭🎈

Llevamos arte, cultura y recreación a esta comunidad, reafirmando nuestro compromiso de construir un Tuluá más unido y solidario. 💙🏡

💪🏼 ¡Sigamos trabajando juntos por una Tuluá llena de oportunidades y bienestar #ParaSerFelices! 🌍","🌟✨ ¡Fin de semana de #RutaDeLaFelicidad en Siete Vueltas! 🎨🎭🎈

Llevamos arte, cultura y recreación a esta comunidad, reafirmando nuestro compromiso de construir un Tuluá más unido y solidario. 💙🏡

💪🏼 ¡Sigamos trabajando juntos por una Tuluá llena de oportunidades y bienestar #ParaSerFelices! 🌍",46,"03/31/2025 13:16",uploaded,https://www.facebook.com/reel/878080901077768/,1,0,Reels,,,,,Total,1396,855,89,37,1,51,17,,17,,6766.575,5.091,0,0,
1126025509564780,100064720237286,"Alcaldía de Tuluá","#Noticias | Alcalde Gustavo Vélez presentó balance de gestión 2024.

Esta jornada de rendición de cuentas permitió fortalecer el compromiso de la Administración Municipal con la transparencia y la buena gestión, reafirmando su propósito de seguir construyendo un gobierno abierto, participativo y al servicio de toda la comunidad.

Lee la noticia completa:⬇⬇⬇
",,0,"04/28/2025 10:21",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0LwNWyXg6DseEwRHf4hd3TRYpYzSH5KmLbW9bgobqn8VkbRhfkAAND2v3nfRJyWbxl,0,0,Enlaces,,,,,Total,1954,1366,63,37,21,5,58,,41,17,,,,,
