"Identificador de la publicación","Identificador de la página","Nombre de la página",Título,Descripción,"Duración (segundos)","Hora de publicación","Tipo de subtítulo","Enlace permanente","Es una publicación cruzada","Es una publicación compartida","Tipo de publicación",Idiomas,"Etiquetas personalizadas","Estado de contenido financiado","Comentario sobre los datos",Fecha,Visualizaciones,Alcance,"Reacciones, comentarios y veces que se compartió",Reacciones,Comentarios,"Veces que se compartió","Total de clics","Consumo de segmentación del público coincidente (Photo Click)","Clics de otro tipo","Clics en el enlace","Segundos reproducidos","Segundos en promedio reproducidos","Ingresos estimados (USD)","Impresiones del anuncio","CPM del anuncio (USD)"
1142330461267618,100064720237286,"Alcaldía de Tuluá","📣 ¡Instalamos oficialmente el Consejo Consultivo de Turismo de Tuluá! 

Un espacio de participación que reúne al sector público, privado y comunitario para construir un turismo más sostenible, competitivo e incluyente. Buscando impulsar y fortalecer el turismo en el municipio y la región, lo que se traduce en desarrollo, dinamismo económico y convertir a Tuluá en un destino con identidad y proyección. ✅💪🏼

💼 ¡Tuluá avanza con visión y trabajo en equipo! #ParaSerFelices 💙",,0,"05/20/2025 08:09",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02PXkddP3bA2Lxgbi6xDjxLh8CmfuFgSrgBgtp6ZVVBWaDDnbKYaQKPsJ8x3JrB2h5l,0,0,Fotos,,,,,Total,4339,6767,180,125,20,35,691,411,280,,,,,,
1141782137989117,100064720237286,"Alcaldía de Tuluá","#Noticias | Administración Municipal participó en reunión con delegados del MinInterior.

Durante el evento, la Administración Municipal de Tuluá reiteró el compromiso del Gobierno Nacional respecto a la cofinanciación de un proyecto clave para el municipio: la implementación de un sistema moderno de cámaras de seguridad. 

Lee la noticia completa:⬇⬇⬇
",,0,"05/19/2025 14:03",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02WEsLZVAawC4gVnesGhf4ojLHEdTcywXQwnZ6igV5iExkyzHKKzkyLghdJbfYNx5Vl,0,0,Enlaces,,,,,Total,725,1207,25,19,0,6,23,,9,14,,,,,
1141676701332994,100064720237286,"Alcaldía de Tuluá","#Noticias | Estudiantes de I. E. Julia Restrepo fueron atendidos por contusiones leves.

La oportuna atención de profesores y organismos de atención que activaron la ruta de emergencias de manera efectiva, permitió descartar cualquier afectación grave a los 12 estudiantes que fueron remitidos al hospital Tomás Uribe Uribe tras el colapso de una parte del techo del aula del grado 11-2 en la Institución Educativa Julia Restrepo, ocurrido este lunes en horas de la mañana. 

Lee la noticia completa: ⬇⬇⬇
",,0,"05/19/2025 10:25",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid023GDUZ6ic2Vq8MVQsChXfRycqN7uM57nGqCyawB3NHio4hsshWnYD87wa4G8r6LPhl,0,0,Enlaces,,,,,Total,1712,3259,71,55,5,11,202,,109,93,,,,,
1141669711333693,100064720237286,"Alcaldía de Tuluá","✅ Emergencia controlada en la I.E. Julia Restrepo

12 estudiantes fueron atendidas por contusiones leves y ya están fuera de peligro. 🙏🏽🩺 La atención médica será cubierta por las pólizas activadas por el alcalde @gustavovelezr.
🏫 Además, se adelanta un plan de mejoras en las instituciones educativas del municipio.","✅ Emergencia controlada en la I.E. Julia Restrepo

12 estudiantes fueron atendidas por contusiones leves y ya están fuera de peligro. 🙏🏽🩺 La atención médica será cubierta por las pólizas activadas por el alcalde @gustavovelezr.
🏫 Además, se adelanta un plan de mejoras en las instituciones educativas del municipio.",51,"05/19/2025 10:16",uploaded,https://www.facebook.com/reel/1261171512394238/,1,0,Reels,,,,,Total,7794,4880,240,153,57,30,419,,419,,94483.891,13.868,0,0,
1141613448005986,100064720237286,"Alcaldía de Tuluá","#Seguridad | Capturado alias “Coco”: cabecilla de ‘La Oficina’

La Administración Municipal del alcalde Gustavo Vélez, resalta este importante resultado operacional que representa un avance significativo en la lucha contra la delincuencia y la protección de la vida en el municipio y reiteramos el llamado a la ciudadanía para denunciar cualquier hecho que atente contra la paz y la seguridad del territorio.

Lee la noticia completa: ⬇⬇⬇
",,0,"05/19/2025 08:45",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02s3y6haFYCqpu6pP14qmC9LKfyiowtcPAWtAZVihV2wiHrLr6VocFfBEdn4HutMZcl,0,0,Enlaces,,,,,Total,1759,3263,52,40,2,10,228,,53,175,,,,,
1141610431339621,100064720237286,"Alcaldía de Tuluá","#Educación | PISA en coordinación con Alcaldía entregaron kits escolares.

La entrega de kits escolares es parte de las alianzas público-privadas que la Alcaldía de Tuluá está impulsando para beneficiar a los estudiantes. El Secretario de Educación, Robert Posada Rosero, agradeció el apoyo del sector privado y destacó la importancia de trabajar juntos para mejorar la calidad educativa.

Lee la noticia completa: ⬇⬇⬇
",,0,"05/19/2025 08:39",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0eFZMs4Tnab34VwR13gzpD8WmsaDunxyy1YQyRzaQTmCwm724nevYBGqETybZNUEpl,0,0,Enlaces,,,,,Total,907,1410,38,29,0,9,24,,9,15,,,,,
1141608748006456,100064720237286,"Alcaldía de Tuluá","#Noticias | Fondo Nacional del Ahorro abre nueva oficina en Tuluá.

Uno de los principales objetivos de esta nueva sede es facilitar el acceso al crédito para los trabajadores independientes e informales del Valle del Cauca. “Este es uno de los departamentos con mayor número de trabajadores en la informalidad. Con el Fondo, a través del ahorro, esas personas pueden acceder a créditos que les permitan adquirir vivienda”, explicó la presidenta.

Lee la noticia completa: ⬇⬇⬇
",,0,"05/19/2025 08:37",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0RU2Ecwp4x76g5vTZkFieMwPn15CfYz35DZyEHMXnbV5y26BELSYWMFY29ui6nb7Dl,0,0,Enlaces,,,,,Total,1777,3649,102,71,11,20,261,,140,121,,,,,
1141563081344356,100064720237286,"Alcaldía de Tuluá","⚖️ Capturado alias “Coco”💥

Gracias a una operación conjunta entre la Policía y la Fiscalía, fue capturado el cabecilla del GDCO “La Oficina”, junto a otros 4 integrantes 👮‍♂️⚔️
Vinculados a homicidios, extorsiones y microtráfico 😡❌ ¡Tuluá no se rinde! 💪💙 Seguimos trabajando con la Fuerza Pública por la seguridad de los tulueños #ParaSerFelices 🛡️👊","⚖️ Capturado alias “Coco”💥

Gracias a una operación conjunta entre la Policía y la Fiscalía, fue capturado el cabecilla del GDCO “La Oficina”, junto a otros 4 integrantes 👮‍♂️⚔️
Vinculados a homicidios, extorsiones y microtráfico 😡❌ ¡Tuluá no se rinde! 💪💙 Seguimos trabajando con la Fuerza Pública por la seguridad de los tulueños #ParaSerFelices 🛡️👊",53,"05/19/2025 07:24",mixed,https://www.facebook.com/reel/1177216380806367/,1,0,Reels,,,,,Total,7050,3381,238,154,56,28,412,,412,,98716.657,16.209,0,0,
1140936401407024,100064720237286,"Alcaldía de Tuluá","🎙️ ElPodcastdeVélez | Episodio Especial. Lanzamiento Oficial: 67 Feria de Tuluá.🎉

En este episodio revivimos los mejores momentos del lanzamiento de la 67 Feria de Tuluá, un evento cargado de emoción, cultura y tradición. 💃🎶✨
El alcalde Gustavo Vélez nos cuenta cómo se está preparando la ciudad para vivir una feria inolvidable, hecha #ParaSerFelices 💙

¡Dale play y siente la feria desde ya!🔊🎧 #HayQueSentirla","🎙️ ElPodcastdeVélez | Episodio Especial. Lanzamiento Oficial: 67 Feria de Tuluá.🎉

En este episodio revivimos los mejores momentos del lanzamiento de la 67 Feria de Tuluá, un evento cargado de emoción, cultura y tradición. 💃🎶✨
El alcalde Gustavo Vélez nos cuenta cómo se está preparando la ciudad para vivir una feria inolvidable, hecha #ParaSerFelices 💙

¡Dale play y siente la feria desde ya!🔊🎧 #HayQueSentirla",661,"05/18/2025 10:45",N/A,https://www.facebook.com/AlcaldiaDeTulua/videos/699234843064417/,1,0,Videos,,,,,Total,2818,2487,159,57,9,93,48,,48,,28335.048,10.806,0,0,0
1140327431467921,100064720237286,"Alcaldía de Tuluá","#ResumenSemanal | Conoce aquí las noticias más destacadas de la semana ➡️➡️ 45 segundos #ParaSerFelices ✅✌🏽","#ResumenSemanal | Conoce aquí las noticias más destacadas de la semana ➡️➡️ 45 segundos #ParaSerFelices ✅✌🏽",68,"05/17/2025 16:04",uploaded,https://www.facebook.com/reel/578431461480930/,1,0,Reels,,,,,Total,2205,1196,76,62,1,13,27,,27,,15726.419,7.481,0,0,
1140220344811963,100064720237286,"Alcaldía de Tuluá","🚨👮‍♂️ Gracias a la rápida reacción de la Policía Nacional y al apoyo de la comunidad 🤝, se frustró un millonario hurto en zona rural de Tuluá 🏡 con la captura de tres personas 👤👤👤, la incautación de dos camionetas 🚐🚐 y la recuperación de dos motocicletas 🏍️🏍️ robadas. #Tuluá #Seguridad #PolicíaNacional ✅💪","🚨👮‍♂️ Gracias a la rápida reacción de la Policía Nacional y al apoyo de la comunidad 🤝, se frustró un millonario hurto en zona rural de Tuluá 🏡 con la captura de tres personas 👤👤👤, la incautación de dos camionetas 🚐🚐 y la recuperación de dos motocicletas 🏍️🏍️ robadas. #Tuluá #Seguridad #PolicíaNacional ✅💪",62,"05/17/2025 11:57",N/A,https://www.facebook.com/reel/1061891665855172/,0,0,Reels,,,,,Total,7009,4532,196,156,9,31,399,,399,,95989.818,14.53,0,0,
1139614864872511,100064720237286,"Alcaldía de Tuluá","⚽🔥 ¡Tuluá sigue siendo escenario del fútbol profesional!

Este domingo 18 de mayo, vuelve a rodar el balón en Tuluá.
Internacional Fútbol Club juega en el Doce🏟️, y tú no te lo puedes perder 💥

💙 Tuluá vuelve a vivir esa pasión que nos une
🎉 Es la oportunidad perfecta para vivir, sentir y celebrar el fútbol en familia. 👨‍👩‍👧‍👦 🙌⚽","⚽🔥 ¡Tuluá sigue siendo escenario del fútbol profesional!

Este domingo 18 de mayo, vuelve a rodar el balón en Tuluá.
Internacional Fútbol Club juega en el Doce🏟️, y tú no te lo puedes perder 💥

💙 Tuluá vuelve a vivir esa pasión que nos une
🎉 Es la oportunidad perfecta para vivir, sentir y celebrar el fútbol en familia. 👨‍👩‍👧‍👦 🙌⚽",30,"05/16/2025 17:10",N/A,https://www.facebook.com/reel/1103079768505159/,1,0,Reels,,,,,Total,46655,22414,1415,966,194,255,2122,,2122,,515833.188,13.686,0,0,
1139561291544535,100064720237286,"Alcaldía de Tuluá","#Noticias | Tuluá vivió el lanzamiento oficial de su 67ª Feria.

Con este exitoso lanzamiento, Tuluá comienza a calentar motores para vivir una feria que no solo se ve, sino que se siente. Una celebración que enaltece la cultura, el emprendimiento, la identidad y el corazón de nuestra tierra. #ParaSerFelices

Lee la noticia completa: ⬇⬇⬇
",,0,"05/16/2025 14:46",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02aZPwHAtUmyTZJgY3pi28iXesf5YfBVVu1jWZuNBdswNvWz9HxuqripAnb7d6ZwVwl,0,0,Enlaces,,,,,Total,654,1046,32,26,0,6,38,,2,36,,,,,
1139560908211240,100064720237286,"Alcaldía de Tuluá","#Gobierno | Administración Municipal lideró jornada de recuperación en puentes y ribera del río Tuluá.

Durante la jornada se logró la recolección de más de 4 toneladas de residuos sólidos, los cuales habían sido acumulados por la falta de cultura ciudadana en este importante sector del municipio. La disposición final de estos desechos estuvo a cargo de la empresa Veolia.

Lee la noticia completa: ⬇⬇⬇
",,0,"05/16/2025 14:45",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02wSKRFb2eNvn7RYNVr2rxF2BrjUJysdAkMt5HKUcXsdfdxX5dhGh9mXqVmwDdDTHQl,0,0,Enlaces,,,,,Total,841,1673,35,25,1,9,43,,22,21,,,,,
1139452808222050,100064720237286,"Alcaldía de Tuluá","🤠¡El momento más esperado está por llegar! ⏳✨🔥⁣⁣","🤠¡El momento más esperado está por llegar! ⏳✨

🔥⁣⁣La cuenta regresiva ha comenzado para vivir nuevamente la experiencia que solo la Feria #1 de Colombia puede ofrecer.⁣🚀 Innovación, 🤝 conexiones inigualables y 📸 momentos que quedarán grabados para siempre en tu memoria.⁣⁣✋ ¡No dejes que nada te impida ser parte de este evento único! ✨⁣

📆 Separa HOY MISMO las fechas en tu calendario⁣⁣🎉 ¡Nos vemos del 19 al 23 de junio 📅🎈 

⁣⁣ ⁣#feriadetuluá #tuluá #feria #hayquesentirla #feriatulua2025 #cabalgata #exposición #ganadería #equinos #industrial #artesania #plantas #cultura #asoferias #tuluacorazondelvalle⁣",42,"05/16/2025 10:40",N/A,https://www.facebook.com/AlcaldiaDeTulua/videos/1900519804080003/,0,0,Videos,,,,,Total,1623,1464,59,44,0,15,20,,20,,7017.545,4.601,0,0,0
1139450298222301,100064720237286,"Alcaldía de Tuluá",,,0,"05/16/2025 10:35",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid036DTPtRbxSHFWJcX5Mbs984i1MXjMVzjd5QjdKaYcEMwwJ3MRe4ZFsKDmVfK6E1FYl,0,1,Fotos,,,,,Total,1192,1835,52,41,1,10,329,168,161,,,,,,
1139423034891694,100064720237286,"Alcaldía de Tuluá","¡Mobiliario nuevo para nuestros estudiantes!💪🏼✅

Estuvimos en la Institución Educativa José Eustasio Rivera y, por solicitud de la comunidad, entregamos mobiliario totalmente nuevo 🪑🧒👧

Seguimos comprometidos con brindarles a nuestros niños y niñas espacios dignos, cómodos y de calidad para que aprendan, crezcan y sean felices 💙🌟

💼👨‍🏫👩‍🏫 ¡Porque una buena educación comienza con condiciones adecuadas! #ParaSerFelices","¡Mobiliario nuevo para nuestros estudiantes!💪🏼✅

Estuvimos en la Institución Educativa José Eustasio Rivera y, por solicitud de la comunidad, entregamos mobiliario totalmente nuevo 🪑🧒👧

Seguimos comprometidos con brindarles a nuestros niños y niñas espacios dignos, cómodos y de calidad para que aprendan, crezcan y sean felices 💙🌟

💼👨‍🏫👩‍🏫 ¡Porque una buena educación comienza con condiciones adecuadas! #ParaSerFelices",50,"05/16/2025 09:45",N/A,https://www.facebook.com/reel/1433641511146314/,1,0,Reels,,,,,Total,3845,1833,232,183,17,32,112,,112,,37529.446,10.713,0,0,
1138850641615600,100064720237286,"Alcaldía de Tuluá","¡🗣️Convocatoria abierta para la conformación del Consejo! 🙌

¿Quieres ser parte del cambio? ¡Esta es tu oportunidad! 💥

📌 Inscripciones abiertas
📅 Plazo: hasta el 30 de mayo

¡No te quedes por fuera! 🚀",,0,"05/15/2025 15:12",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02jq9VeLqqugT5owchToxap7NsuuoxxVvkdSTsp2JqogKW7aw4EprArbXpJyE3X5AGl,0,0,Fotos,,,,,Total,2037,2077,23,15,1,7,105,78,27,,,,,,
1138612621639402,100064720237286,"Alcaldía de Tuluá","🚀 ¡Iniciamos Planea tu Comuna! 🏘️🗣️

Una iniciativa que nace para fortalecer la participación ciudadana, creando lazos de confianza entre la comunidad y la institucionalidad 🤝✨
Un espacio clave para trabajar juntos por el bienestar de nuestra comunidad 🛠️💙✅ #ParaSerFelices #PlaneaTuComuna","🚀 ¡Iniciamos Planea tu Comuna! 🏘️🗣️

Una iniciativa que nace para fortalecer la participación ciudadana, creando lazos de confianza entre la comunidad y la institucionalidad 🤝✨
Un espacio clave para trabajar juntos por el bienestar de nuestra comunidad 🛠️💙✅ #ParaSerFelices #PlaneaTuComuna",47,"05/15/2025 07:18",mixed,https://www.facebook.com/reel/691967423206380/,1,0,Reels,,,,,Total,2537,1464,109,83,7,19,46,,46,,17791.172,7.491,0,0,
1137966241704040,100064720237286,"Alcaldía de Tuluá","¡Llegó lo que los tulueños estaban esperando!✅

🚧✨ Ya estamos construyendo la segunda calzada de la calle 27
➡️ Una obra que mejorará la movilidad y el ingreso al centro de la ciudad.

Estamos comprometidos con Tuluá💪🏼

¡Obras #ParaSerFelices!🏗️🏙️","¡Llegó lo que los tulueños estaban esperando!✅

🚧✨ Ya estamos construyendo la segunda calzada de la calle 27
➡️ Una obra que mejorará la movilidad y el ingreso al centro de la ciudad.

Estamos comprometidos con Tuluá💪🏼

¡Obras #ParaSerFelices!🏗️🏙️",61,"05/14/2025 09:24",N/A,https://www.facebook.com/reel/9733138263443446/,1,0,Reels,,,,,Total,10333,6568,450,338,72,40,511,,509,2,183598.771,19.657,0,0,
1137538255080172,100064720237286,"Alcaldía de Tuluá","¡Contundente golpe a las estructuras residuales! ⚔️","¡Contundente golpe a las estructuras residuales! ⚔️

En zona rural de Tuluá fueron capturados dos integrantes del Frente 57 “Yair Bermúdez” 👮‍♂️🚔, entre ellos alias “Cristian”, presunto extorsionista en La Moralia 💰⚠️.

Explosivos, drogas y partes de arma fueron incautadas 💣🔫⚗️

Gracias a la acción conjunta de nuestra Fuerza Pública ¡seguimos trabajando contra el crimen! ✊",51,"05/13/2025 19:02",N/A,https://www.facebook.com/AlcaldiaDeTulua/videos/716092960979902/,0,0,Videos,,,,,Total,5428,2637,167,138,5,24,317,,317,,77803.081,16.28,0,0,0
1137506998416631,100064720237286,"Alcaldía de Tuluá","¡Aprendiendo de seguridad vial!🚸👧🏽👦🏽✨

Estuvimos con el Departamento de Movilidad en la Institución Educativa Aguaclara llevando mensajes de educación vial, movilidad segura y prevención vial a nuestros niños, niñas y padres de familia.🚦🚗🏍️

Hablamos sobre la importancia 💡de respetar las normas, cuidar la vida y construir entre todos una Tuluá que se mueve mejor #ParaSerFelices ✅💙","¡Aprendiendo de seguridad vial!🚸👧🏽👦🏽✨

Estuvimos con el Departamento de Movilidad en la Institución Educativa Aguaclara llevando mensajes de educación vial, movilidad segura y prevención vial a nuestros niños, niñas y padres de familia.🚦🚗🏍️

Hablamos sobre la importancia 💡de respetar las normas, cuidar la vida y construir entre todos una Tuluá que se mueve mejor #ParaSerFelices ✅💙",28,"05/13/2025 17:53",uploaded,https://www.facebook.com/reel/1228415128653378/,1,0,Reels,,,,,Total,1667,1328,56,41,3,12,20,,20,,8071.499,5.131,0,0,
1137287358438595,100064720237286,"Alcaldía de Tuluá","📚💫 Docentes y Padres de Familia vivieron una experiencia inspiradora en el Coliseo de Ferias Manuel Victoria Rojas.

Con la participación especial de Natalia Ponce de León, símbolo de resiliencia y valentía, y el respaldo de expertos internacionales, seguimos fortaleciendo el modelo #SeeLearning junto a las Fundaciones Levapán, Barco, Celsia y la Universidad Emory. 🌍🤝 Y con el liderazgo del alcalde @gustavovelezr, le apostamos a una educación que toca la mente y el corazón. 🧠💙🌱 #ParaSerFelices","📚💫 Docentes y Padres de Familia vivieron una experiencia inspiradora en el Coliseo de Ferias Manuel Victoria Rojas.

Con la participación especial de Natalia Ponce de León, símbolo de resiliencia y valentía, y el respaldo de expertos internacionales, seguimos fortaleciendo el modelo #SeeLearning junto a las Fundaciones Levapán, Barco, Celsia y la Universidad Emory. 🌍🤝 Y con el liderazgo del alcalde @gustavovelezr, le apostamos a una educación que toca la mente y el corazón. 🧠💙🌱 #ParaSerFelices",66,"05/13/2025 09:25",N/A,https://www.facebook.com/reel/2620663918138723/,1,0,Reels,,,,,Total,2709,1081,243,146,4,93,23,,23,,16080.771,6.311,0,0,
1137212605112737,100064720237286,"Alcaldía de Tuluá","#Seguridad |  Cero Homicidios durante celebración del día de la Madre en Tuluá.

La Alcaldía de Tuluá, en articulación con la Policía Nacional, entregó un balance positivo en materia de seguridad durante las celebraciones del Día de la Madre, donde no se registraron hechos que lamentar ni afectaciones a la vida o la libertad de las personas.

Lee la noticia completa: ⬇️⬇️⬇️
",,0,"05/13/2025 07:08",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0cRJCPs75H5tiwRVm8BSQpsw9WJYsDhsvCEfuVSmMosa2y8QLkYVsabs5TifbdoVMl,0,0,Enlaces,,,,,Total,1210,1013,40,27,8,5,11,,7,4,,,,,
1137203608446970,100064720237286,"Alcaldía de Tuluá","#Planeación | “Planea tu Comuna”, la estrategia con la que la Alcaldía planifica desde el territorio.

Planea tu Comuna es más que una jornada informativa: es un espacio abierto, transparente y cercano, donde se refuerza el vínculo entre la institucionalidad y la ciudadanía.

Lee la noticia completa:⬇️⬇️⬇️
https://tulua.gov.co/publicaciones/6065/planea-tu-comuna-la-estrategia-con-la-que-la-alcaldia-planifica-desde-el-territorio/ia",,0,"05/13/2025 06:52",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02RHKRdrwzYFJydDtFguaeDdMbUbzrJ63xsVQXeLc1CQN7by6uGRiGapgPtDmi86q9l,0,0,Enlaces,,,,,Total,1019,858,23,18,1,4,6,,1,5,,,,,
1137199868447344,100064720237286,"Alcaldía de Tuluá","#Cultura | Administración Municipal se descentraliza en el Festival de la Marimba. 

Este esfuerzo articulado, contó con la participación del Departamento Administrativo de Arte y Cultura, la Secretaría de Bienestar Social, la Secretaría de Salud, Secretaría Privada, la Inspección de Policía, las Entidades Promotoras de Salud (EPS) y el Plan de Intervenciones Colectivas (PIC), entre otras entidades, quienes desarrollaron una jornada especial de servicios y actividades en beneficio de la población.

Lee la noticias completa: ⬇️⬇️⬇️
",,0,"05/13/2025 06:45",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02ncT4cSwsGfh7Bbr5mUuAUY8Cfs3E4ZG8bABH3TE4Hfsxa7X7gUYiMMQoTVviky5vl,0,0,Enlaces,,,,,Total,1298,1068,34,27,0,7,8,,2,6,,,,,
1136783871822277,100064720237286,"Alcaldía de Tuluá","Así se vivió el ritmo del Pacífico en Tuluá 🌊🎶

Más de 100 tulueños afro nos acompañaron en una jornada inolvidable:
💃🏿 Música, danza y tradición que hicieron vibrar cada rincón
🍲 Sabores auténticos que llenaron de alegría nuestros corazones
🩺 Y nuestra oferta institucional

¡Celebramos nuestra diversidad con orgullo y alegría! 💙✨ #ParaSerFelices","Así se vivió el ritmo del Pacífico en Tuluá 🌊🎶

Más de 100 tulueños afro nos acompañaron en una jornada inolvidable:
💃🏿 Música, danza y tradición que hicieron vibrar cada rincón
🍲 Sabores auténticos que llenaron de alegría nuestros corazones
🩺 Y nuestra oferta institucional

¡Celebramos nuestra diversidad con orgullo y alegría! 💙✨ #ParaSerFelices",61,"05/12/2025 15:36",N/A,https://www.facebook.com/reel/707646285066191/,1,0,Reels,,,,,Total,1039,819,41,36,0,5,12,,12,,5083.601,5.114,0,0,
1136641498503181,100064720237286,"Alcaldía de Tuluá","📣 ¡Llegó PLANEA TU COMUNA! 🏡✨ 

Un programa de participación ciudadana que lleva la planificación del municipio directamente a tu territorio.
Ahora, el Departamento de Planeación descentraliza su oficina para construir con todos los tulueños un mejor vivir. 🛠️💙 Ven y conoce los proyectos que tú y tu comunidad priorizaron y que hacen parte del Plan de Desarrollo Municipal. 🚀 

🤝 Planea tu Comuna: un espacio de confianza, transparencia y trabajo con la comunidad  #ParaSerFelices
📍 ¡Muy pronto en tu comuna!","📣 ¡Llegó PLANEA TU COMUNA! 🏡✨ 

Un programa de participación ciudadana que lleva la planificación del municipio directamente a tu territorio.
Ahora, el Departamento de Planeación descentraliza su oficina para construir con todos los tulueños un mejor vivir. 🛠️💙 Ven y conoce los proyectos que tú y tu comunidad priorizaron y que hacen parte del Plan de Desarrollo Municipal. 🚀 

🤝 Planea tu Comuna: un espacio de confianza, transparencia y trabajo con la comunidad  #ParaSerFelices
📍 ¡Muy pronto en tu comuna!",58,"05/12/2025 10:34",uploaded,https://www.facebook.com/reel/722186073573699/,1,0,Reels,,,,,Total,2665,1280,266,172,5,89,70,,70,,19284.899,7.881,0,0,
1136510415182956,100064720237286,"Alcaldía de Tuluá",,,0,"05/12/2025 06:18",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0DKcjXjmiy2HpPAvtFAzpxd156Y75ohnTj3AR5zLGGtcMqZRmfvCT4U2fz6iEMYQVl,0,1,Texto,,,,,Total,,1450,57,56,1,0,103,,102,1,,,,,
1135954468571884,100064720237286,"Alcaldía de Tuluá","🎙️ ElPodcastdeVélez | Episodio 15. El inicio del cambio.

En este episodio, el alcalde Gustavo Vélez se reunió con los tulueños para socializar una de las obras más importantes que marcará un gran cambio para Tuluá en 2025: el Intercambiador Vial de la 40.","🎙️ ElPodcastdeVélez | Episodio 15. El inicio del cambio.

En este episodio, el alcalde Gustavo Vélez se reunió con los tulueños para socializar una de las obras más importantes que marcará un gran cambio para Tuluá en 2025: el Intercambiador Vial de la 40.",498,"05/11/2025 10:45",N/A,https://www.facebook.com/AlcaldiaDeTulua/videos/1070716508231700/,1,0,Videos,,,,,Total,1921,1686,109,78,13,18,53,,53,,32234.676,18.078,0,0,0
1135758608591470,100064720237286,"Alcaldía de Tuluá","¡Feliz día de las Madres!🌸🌹

✨ A ustedes, que son ejemplo de amor, entrega y valentía.
Que en cada abrazo, en cada consejo, en cada sacrificio… hacen de Tuluá un lugar más lleno de vida.

Hoy celebramos a quienes con su amor infinito
son el motor de nuestras familias y nuestro municipio. #ParaSerFelices 💙🌸","¡Feliz día de las Madres!🌸🌹

✨ A ustedes, que son ejemplo de amor, entrega y valentía.
Que en cada abrazo, en cada consejo, en cada sacrificio… hacen de Tuluá un lugar más lleno de vida.

Hoy celebramos a quienes con su amor infinito
son el motor de nuestras familias y nuestro municipio. #ParaSerFelices 💙🌸",28,"05/11/2025 05:54",N/A,https://www.facebook.com/reel/499880433114704/,1,0,Reels,,,,,Total,2436,1410,122,87,11,24,25,,25,,14456.248,6.5,0,0,
1135363585297639,100064720237286,"Alcaldía de Tuluá","#ResumenSemanal | Conoce aquí las noticias más destacadas de la semana ➡️➡️ 45 segundos #ParaSerFelices ✅✌🏽","#ResumenSemanal | Conoce aquí las noticias más destacadas de la semana ➡️➡️ 45 segundos #ParaSerFelices ✅✌🏽",76,"05/10/2025 16:37",N/A,https://www.facebook.com/reel/1172465468014280/,1,0,Reels,,,,,Total,2166,1046,111,93,3,15,25,,25,,20106.896,9.817,0,0,
1135288498638481,100064720237286,"Alcaldía de Tuluá","¡Más de 300 personas vivieron el Festival de la Marimba!🎶💃

🎶 Un día lleno de música, sabor y tradición del Pacífico
🍛 Con gastronomía típica, mucha cultura y alegría
💉 Además, llevamos nuestra oferta institucional:
📝 SISBÉN
🐶 Vacunación antirrábica
🤝 Apoyo a comunales
📢 Programas nacionales y mucho más

¡Tuluá vibró con el Pacífico! #ParaSerFelices 💙💪🏼",,0,"05/10/2025 13:22",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02eKpLKjzqMdomkUFzXgZc4K1p2hF9hcXvng5T8nX7y83BYbgYTYPyc9m8MLLVShqgl,0,0,Fotos,,,,,Total,4001,2641,72,57,1,14,191,156,35,,,,,,
1134641545369843,100064720237286,"Alcaldía de Tuluá","#Educación | Más de 500 docentes participaron en jornada internacional de formación “See Learning”.

El Coliseo de Ferias Manuel Victoria Rojas, se convirtió en el epicentro del conocimiento y la reflexión pedagógica, gracias a la articulación de esfuerzos entre la Administración Municipal y la Fundación Levapán, organización que ha liderado la implementación del modelo de Educación Socioemocional y Ética “See Learning ” en el municipio. 

Lee la noticia completa:⬇⬇⬇
",,0,"05/09/2025 15:27",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02WroHWAUSNYo1K6vFiEw5SBvLKZiyspmPSWwoPCSieJeNcEKoNa2kq2dX2acyiDWgl,0,0,Enlaces,,,,,Total,3004,1961,88,70,5,13,78,,21,57,,,,,
